,id,title,release_date,vote_average,vote_count
0,238,The Godfather,1972-03-14,8.7,17965
1,278,The Shawshank Redemption,1994-09-23,8.7,23805
2,240,The Godfather Part II,1974-12-20,8.6,10843
3,772071,Cuando Sea Joven,2022-09-14,8.5,236
4,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
5,424,Schindler's List,1993-12-15,8.6,14078
6,129,Spirited Away,2001-07-20,8.5,14314
7,389,12 Angry Men,1957-04-10,8.5,7280
8,372058,Your Name.,2016-08-26,8.5,9854
9,496243,Parasite,2019-05-30,8.5,15751
10,155,The Dark Knight,2008-07-14,8.5,29734
11,497,The Green Mile,1999-12-10,8.5,15416
12,680,Pulp Fiction,1994-09-10,8.5,25189
13,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
14,13,Forrest Gump,1994-06-23,8.5,24678
15,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
16,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
17,769,GoodFellas,1990-09-12,8.5,11263
18,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
19,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
20,238,The Godfather,1972-03-14,8.7,17965
21,278,The Shawshank Redemption,1994-09-23,8.7,23805
22,240,The Godfather Part II,1974-12-20,8.6,10843
23,772071,Cuando Sea Joven,2022-09-14,8.5,236
24,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
25,424,Schindler's List,1993-12-15,8.6,14078
26,129,Spirited Away,2001-07-20,8.5,14314
27,389,12 Angry Men,1957-04-10,8.5,7280
28,372058,Your Name.,2016-08-26,8.5,9854
29,496243,Parasite,2019-05-30,8.5,15751
30,155,The Dark Knight,2008-07-14,8.5,29734
31,497,The Green Mile,1999-12-10,8.5,15416
32,680,Pulp Fiction,1994-09-10,8.5,25189
33,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
34,13,Forrest Gump,1994-06-23,8.5,24678
35,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
36,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
37,769,GoodFellas,1990-09-12,8.5,11263
38,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
39,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
40,238,The Godfather,1972-03-14,8.7,17965
41,278,The Shawshank Redemption,1994-09-23,8.7,23805
42,240,The Godfather Part II,1974-12-20,8.6,10843
43,772071,Cuando Sea Joven,2022-09-14,8.5,236
44,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
45,424,Schindler's List,1993-12-15,8.6,14078
46,129,Spirited Away,2001-07-20,8.5,14314
47,389,12 Angry Men,1957-04-10,8.5,7280
48,372058,Your Name.,2016-08-26,8.5,9854
49,496243,Parasite,2019-05-30,8.5,15751
50,155,The Dark Knight,2008-07-14,8.5,29734
51,497,The Green Mile,1999-12-10,8.5,15416
52,680,Pulp Fiction,1994-09-10,8.5,25189
53,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
54,13,Forrest Gump,1994-06-23,8.5,24678
55,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
56,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
57,769,GoodFellas,1990-09-12,8.5,11263
58,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
59,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
60,238,The Godfather,1972-03-14,8.7,17965
61,278,The Shawshank Redemption,1994-09-23,8.7,23805
62,240,The Godfather Part II,1974-12-20,8.6,10843
63,772071,Cuando Sea Joven,2022-09-14,8.5,236
64,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
65,424,Schindler's List,1993-12-15,8.6,14078
66,129,Spirited Away,2001-07-20,8.5,14314
67,389,12 Angry Men,1957-04-10,8.5,7280
68,372058,Your Name.,2016-08-26,8.5,9854
69,496243,Parasite,2019-05-30,8.5,15751
70,155,The Dark Knight,2008-07-14,8.5,29734
71,497,The Green Mile,1999-12-10,8.5,15416
72,680,Pulp Fiction,1994-09-10,8.5,25189
73,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
74,13,Forrest Gump,1994-06-23,8.5,24678
75,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
76,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
77,769,GoodFellas,1990-09-12,8.5,11263
78,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
79,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
80,238,The Godfather,1972-03-14,8.7,17965
81,278,The Shawshank Redemption,1994-09-23,8.7,23805
82,240,The Godfather Part II,1974-12-20,8.6,10843
83,772071,Cuando Sea Joven,2022-09-14,8.5,236
84,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
85,424,Schindler's List,1993-12-15,8.6,14078
86,129,Spirited Away,2001-07-20,8.5,14314
87,389,12 Angry Men,1957-04-10,8.5,7280
88,372058,Your Name.,2016-08-26,8.5,9854
89,496243,Parasite,2019-05-30,8.5,15751
90,155,The Dark Knight,2008-07-14,8.5,29734
91,497,The Green Mile,1999-12-10,8.5,15416
92,680,Pulp Fiction,1994-09-10,8.5,25189
93,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
94,13,Forrest Gump,1994-06-23,8.5,24678
95,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
96,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
97,769,GoodFellas,1990-09-12,8.5,11263
98,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
99,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
100,238,The Godfather,1972-03-14,8.7,17965
101,278,The Shawshank Redemption,1994-09-23,8.7,23805
102,240,The Godfather Part II,1974-12-20,8.6,10843
103,772071,Cuando Sea Joven,2022-09-14,8.5,236
104,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
105,424,Schindler's List,1993-12-15,8.6,14078
106,129,Spirited Away,2001-07-20,8.5,14314
107,389,12 Angry Men,1957-04-10,8.5,7280
108,372058,Your Name.,2016-08-26,8.5,9854
109,496243,Parasite,2019-05-30,8.5,15751
110,155,The Dark Knight,2008-07-14,8.5,29734
111,497,The Green Mile,1999-12-10,8.5,15416
112,680,Pulp Fiction,1994-09-10,8.5,25189
113,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
114,13,Forrest Gump,1994-06-23,8.5,24678
115,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
116,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
117,769,GoodFellas,1990-09-12,8.5,11263
118,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
119,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
120,238,The Godfather,1972-03-14,8.7,17965
121,278,The Shawshank Redemption,1994-09-23,8.7,23805
122,240,The Godfather Part II,1974-12-20,8.6,10843
123,772071,Cuando Sea Joven,2022-09-14,8.5,236
124,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
125,424,Schindler's List,1993-12-15,8.6,14078
126,129,Spirited Away,2001-07-20,8.5,14314
127,389,12 Angry Men,1957-04-10,8.5,7280
128,372058,Your Name.,2016-08-26,8.5,9854
129,496243,Parasite,2019-05-30,8.5,15751
130,155,The Dark Knight,2008-07-14,8.5,29734
131,497,The Green Mile,1999-12-10,8.5,15416
132,680,Pulp Fiction,1994-09-10,8.5,25189
133,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
134,13,Forrest Gump,1994-06-23,8.5,24678
135,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
136,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
137,769,GoodFellas,1990-09-12,8.5,11263
138,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
139,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
140,238,The Godfather,1972-03-14,8.7,17965
141,278,The Shawshank Redemption,1994-09-23,8.7,23805
142,240,The Godfather Part II,1974-12-20,8.6,10843
143,772071,Cuando Sea Joven,2022-09-14,8.5,236
144,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
145,424,Schindler's List,1993-12-15,8.6,14078
146,129,Spirited Away,2001-07-20,8.5,14314
147,389,12 Angry Men,1957-04-10,8.5,7280
148,372058,Your Name.,2016-08-26,8.5,9854
149,496243,Parasite,2019-05-30,8.5,15751
150,155,The Dark Knight,2008-07-14,8.5,29734
151,497,The Green Mile,1999-12-10,8.5,15416
152,680,Pulp Fiction,1994-09-10,8.5,25189
153,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
154,13,Forrest Gump,1994-06-23,8.5,24678
155,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
156,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
157,769,GoodFellas,1990-09-12,8.5,11263
158,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
159,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
160,238,The Godfather,1972-03-14,8.7,17965
161,278,The Shawshank Redemption,1994-09-23,8.7,23805
162,240,The Godfather Part II,1974-12-20,8.6,10843
163,772071,Cuando Sea Joven,2022-09-14,8.5,236
164,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
165,424,Schindler's List,1993-12-15,8.6,14078
166,129,Spirited Away,2001-07-20,8.5,14314
167,389,12 Angry Men,1957-04-10,8.5,7280
168,372058,Your Name.,2016-08-26,8.5,9854
169,496243,Parasite,2019-05-30,8.5,15751
170,155,The Dark Knight,2008-07-14,8.5,29734
171,497,The Green Mile,1999-12-10,8.5,15416
172,680,Pulp Fiction,1994-09-10,8.5,25189
173,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
174,13,Forrest Gump,1994-06-23,8.5,24678
175,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
176,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
177,769,GoodFellas,1990-09-12,8.5,11263
178,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
179,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
180,238,The Godfather,1972-03-14,8.7,17965
181,278,The Shawshank Redemption,1994-09-23,8.7,23805
182,240,The Godfather Part II,1974-12-20,8.6,10843
183,772071,Cuando Sea Joven,2022-09-14,8.5,236
184,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
185,424,Schindler's List,1993-12-15,8.6,14078
186,129,Spirited Away,2001-07-20,8.5,14314
187,389,12 Angry Men,1957-04-10,8.5,7280
188,372058,Your Name.,2016-08-26,8.5,9854
189,496243,Parasite,2019-05-30,8.5,15751
190,155,The Dark Knight,2008-07-14,8.5,29734
191,497,The Green Mile,1999-12-10,8.5,15416
192,680,Pulp Fiction,1994-09-10,8.5,25189
193,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
194,13,Forrest Gump,1994-06-23,8.5,24678
195,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
196,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
197,769,GoodFellas,1990-09-12,8.5,11263
198,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
199,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
200,238,The Godfather,1972-03-14,8.7,17965
201,278,The Shawshank Redemption,1994-09-23,8.7,23805
202,240,The Godfather Part II,1974-12-20,8.6,10843
203,772071,Cuando Sea Joven,2022-09-14,8.5,236
204,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
205,424,Schindler's List,1993-12-15,8.6,14078
206,129,Spirited Away,2001-07-20,8.5,14314
207,389,12 Angry Men,1957-04-10,8.5,7280
208,372058,Your Name.,2016-08-26,8.5,9854
209,496243,Parasite,2019-05-30,8.5,15751
210,155,The Dark Knight,2008-07-14,8.5,29734
211,497,The Green Mile,1999-12-10,8.5,15416
212,680,Pulp Fiction,1994-09-10,8.5,25189
213,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
214,13,Forrest Gump,1994-06-23,8.5,24678
215,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
216,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
217,769,GoodFellas,1990-09-12,8.5,11263
218,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
219,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
220,238,The Godfather,1972-03-14,8.7,17965
221,278,The Shawshank Redemption,1994-09-23,8.7,23805
222,240,The Godfather Part II,1974-12-20,8.6,10843
223,772071,Cuando Sea Joven,2022-09-14,8.5,236
224,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
225,424,Schindler's List,1993-12-15,8.6,14078
226,129,Spirited Away,2001-07-20,8.5,14314
227,389,12 Angry Men,1957-04-10,8.5,7280
228,372058,Your Name.,2016-08-26,8.5,9854
229,496243,Parasite,2019-05-30,8.5,15751
230,155,The Dark Knight,2008-07-14,8.5,29734
231,497,The Green Mile,1999-12-10,8.5,15416
232,680,Pulp Fiction,1994-09-10,8.5,25189
233,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
234,13,Forrest Gump,1994-06-23,8.5,24678
235,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
236,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
237,769,GoodFellas,1990-09-12,8.5,11263
238,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
239,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
240,238,The Godfather,1972-03-14,8.7,17965
241,278,The Shawshank Redemption,1994-09-23,8.7,23805
242,240,The Godfather Part II,1974-12-20,8.6,10843
243,772071,Cuando Sea Joven,2022-09-14,8.5,236
244,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
245,424,Schindler's List,1993-12-15,8.6,14078
246,129,Spirited Away,2001-07-20,8.5,14314
247,389,12 Angry Men,1957-04-10,8.5,7280
248,372058,Your Name.,2016-08-26,8.5,9854
249,496243,Parasite,2019-05-30,8.5,15751
250,155,The Dark Knight,2008-07-14,8.5,29734
251,497,The Green Mile,1999-12-10,8.5,15416
252,680,Pulp Fiction,1994-09-10,8.5,25189
253,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
254,13,Forrest Gump,1994-06-23,8.5,24678
255,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
256,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
257,769,GoodFellas,1990-09-12,8.5,11263
258,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
259,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
260,238,The Godfather,1972-03-14,8.7,17965
261,278,The Shawshank Redemption,1994-09-23,8.7,23805
262,240,The Godfather Part II,1974-12-20,8.6,10843
263,772071,Cuando Sea Joven,2022-09-14,8.5,236
264,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
265,424,Schindler's List,1993-12-15,8.6,14078
266,129,Spirited Away,2001-07-20,8.5,14314
267,389,12 Angry Men,1957-04-10,8.5,7280
268,372058,Your Name.,2016-08-26,8.5,9854
269,496243,Parasite,2019-05-30,8.5,15751
270,155,The Dark Knight,2008-07-14,8.5,29734
271,497,The Green Mile,1999-12-10,8.5,15416
272,680,Pulp Fiction,1994-09-10,8.5,25189
273,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
274,13,Forrest Gump,1994-06-23,8.5,24678
275,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
276,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
277,769,GoodFellas,1990-09-12,8.5,11263
278,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
279,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
280,238,The Godfather,1972-03-14,8.7,17965
281,278,The Shawshank Redemption,1994-09-23,8.7,23805
282,240,The Godfather Part II,1974-12-20,8.6,10843
283,772071,Cuando Sea Joven,2022-09-14,8.5,236
284,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
285,424,Schindler's List,1993-12-15,8.6,14078
286,129,Spirited Away,2001-07-20,8.5,14314
287,389,12 Angry Men,1957-04-10,8.5,7280
288,372058,Your Name.,2016-08-26,8.5,9854
289,496243,Parasite,2019-05-30,8.5,15751
290,155,The Dark Knight,2008-07-14,8.5,29734
291,497,The Green Mile,1999-12-10,8.5,15416
292,680,Pulp Fiction,1994-09-10,8.5,25189
293,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
294,13,Forrest Gump,1994-06-23,8.5,24678
295,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
296,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
297,769,GoodFellas,1990-09-12,8.5,11263
298,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
299,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
300,238,The Godfather,1972-03-14,8.7,17965
301,278,The Shawshank Redemption,1994-09-23,8.7,23805
302,240,The Godfather Part II,1974-12-20,8.6,10843
303,772071,Cuando Sea Joven,2022-09-14,8.5,236
304,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
305,424,Schindler's List,1993-12-15,8.6,14078
306,129,Spirited Away,2001-07-20,8.5,14314
307,389,12 Angry Men,1957-04-10,8.5,7280
308,372058,Your Name.,2016-08-26,8.5,9854
309,496243,Parasite,2019-05-30,8.5,15751
310,155,The Dark Knight,2008-07-14,8.5,29734
311,497,The Green Mile,1999-12-10,8.5,15416
312,680,Pulp Fiction,1994-09-10,8.5,25189
313,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
314,13,Forrest Gump,1994-06-23,8.5,24678
315,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
316,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
317,769,GoodFellas,1990-09-12,8.5,11263
318,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
319,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
320,238,The Godfather,1972-03-14,8.7,17965
321,278,The Shawshank Redemption,1994-09-23,8.7,23805
322,240,The Godfather Part II,1974-12-20,8.6,10843
323,772071,Cuando Sea Joven,2022-09-14,8.5,236
324,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
325,424,Schindler's List,1993-12-15,8.6,14078
326,129,Spirited Away,2001-07-20,8.5,14314
327,389,12 Angry Men,1957-04-10,8.5,7280
328,372058,Your Name.,2016-08-26,8.5,9854
329,496243,Parasite,2019-05-30,8.5,15751
330,155,The Dark Knight,2008-07-14,8.5,29734
331,497,The Green Mile,1999-12-10,8.5,15416
332,680,Pulp Fiction,1994-09-10,8.5,25189
333,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
334,13,Forrest Gump,1994-06-23,8.5,24678
335,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
336,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
337,769,GoodFellas,1990-09-12,8.5,11263
338,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
339,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
340,238,The Godfather,1972-03-14,8.7,17965
341,278,The Shawshank Redemption,1994-09-23,8.7,23805
342,240,The Godfather Part II,1974-12-20,8.6,10843
343,772071,Cuando Sea Joven,2022-09-14,8.5,236
344,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
345,424,Schindler's List,1993-12-15,8.6,14078
346,129,Spirited Away,2001-07-20,8.5,14314
347,389,12 Angry Men,1957-04-10,8.5,7280
348,372058,Your Name.,2016-08-26,8.5,9854
349,496243,Parasite,2019-05-30,8.5,15751
350,155,The Dark Knight,2008-07-14,8.5,29734
351,497,The Green Mile,1999-12-10,8.5,15416
352,680,Pulp Fiction,1994-09-10,8.5,25189
353,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
354,13,Forrest Gump,1994-06-23,8.5,24678
355,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
356,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
357,769,GoodFellas,1990-09-12,8.5,11263
358,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
359,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
360,238,The Godfather,1972-03-14,8.7,17965
361,278,The Shawshank Redemption,1994-09-23,8.7,23805
362,240,The Godfather Part II,1974-12-20,8.6,10843
363,772071,Cuando Sea Joven,2022-09-14,8.5,236
364,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
365,424,Schindler's List,1993-12-15,8.6,14078
366,129,Spirited Away,2001-07-20,8.5,14314
367,389,12 Angry Men,1957-04-10,8.5,7280
368,372058,Your Name.,2016-08-26,8.5,9854
369,496243,Parasite,2019-05-30,8.5,15751
370,155,The Dark Knight,2008-07-14,8.5,29734
371,497,The Green Mile,1999-12-10,8.5,15416
372,680,Pulp Fiction,1994-09-10,8.5,25189
373,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
374,13,Forrest Gump,1994-06-23,8.5,24678
375,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
376,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
377,769,GoodFellas,1990-09-12,8.5,11263
378,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
379,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
380,238,The Godfather,1972-03-14,8.7,17965
381,278,The Shawshank Redemption,1994-09-23,8.7,23805
382,240,The Godfather Part II,1974-12-20,8.6,10843
383,772071,Cuando Sea Joven,2022-09-14,8.5,236
384,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
385,424,Schindler's List,1993-12-15,8.6,14078
386,129,Spirited Away,2001-07-20,8.5,14314
387,389,12 Angry Men,1957-04-10,8.5,7280
388,372058,Your Name.,2016-08-26,8.5,9854
389,496243,Parasite,2019-05-30,8.5,15751
390,155,The Dark Knight,2008-07-14,8.5,29734
391,497,The Green Mile,1999-12-10,8.5,15416
392,680,Pulp Fiction,1994-09-10,8.5,25189
393,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
394,13,Forrest Gump,1994-06-23,8.5,24678
395,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
396,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
397,769,GoodFellas,1990-09-12,8.5,11263
398,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
399,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
400,238,The Godfather,1972-03-14,8.7,17965
401,278,The Shawshank Redemption,1994-09-23,8.7,23805
402,240,The Godfather Part II,1974-12-20,8.6,10843
403,772071,Cuando Sea Joven,2022-09-14,8.5,236
404,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
405,424,Schindler's List,1993-12-15,8.6,14078
406,129,Spirited Away,2001-07-20,8.5,14314
407,389,12 Angry Men,1957-04-10,8.5,7280
408,372058,Your Name.,2016-08-26,8.5,9854
409,496243,Parasite,2019-05-30,8.5,15751
410,155,The Dark Knight,2008-07-14,8.5,29734
411,497,The Green Mile,1999-12-10,8.5,15416
412,680,Pulp Fiction,1994-09-10,8.5,25189
413,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
414,13,Forrest Gump,1994-06-23,8.5,24678
415,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
416,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
417,769,GoodFellas,1990-09-12,8.5,11263
418,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
419,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
420,238,The Godfather,1972-03-14,8.7,17965
421,278,The Shawshank Redemption,1994-09-23,8.7,23805
422,240,The Godfather Part II,1974-12-20,8.6,10843
423,772071,Cuando Sea Joven,2022-09-14,8.5,236
424,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
425,424,Schindler's List,1993-12-15,8.6,14078
426,129,Spirited Away,2001-07-20,8.5,14314
427,389,12 Angry Men,1957-04-10,8.5,7280
428,372058,Your Name.,2016-08-26,8.5,9854
429,496243,Parasite,2019-05-30,8.5,15751
430,155,The Dark Knight,2008-07-14,8.5,29734
431,497,The Green Mile,1999-12-10,8.5,15416
432,680,Pulp Fiction,1994-09-10,8.5,25189
433,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
434,13,Forrest Gump,1994-06-23,8.5,24678
435,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
436,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
437,769,GoodFellas,1990-09-12,8.5,11263
438,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
439,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
440,238,The Godfather,1972-03-14,8.7,17965
441,278,The Shawshank Redemption,1994-09-23,8.7,23805
442,240,The Godfather Part II,1974-12-20,8.6,10843
443,772071,Cuando Sea Joven,2022-09-14,8.5,236
444,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
445,424,Schindler's List,1993-12-15,8.6,14078
446,129,Spirited Away,2001-07-20,8.5,14314
447,389,12 Angry Men,1957-04-10,8.5,7280
448,372058,Your Name.,2016-08-26,8.5,9854
449,496243,Parasite,2019-05-30,8.5,15751
450,155,The Dark Knight,2008-07-14,8.5,29734
451,497,The Green Mile,1999-12-10,8.5,15416
452,680,Pulp Fiction,1994-09-10,8.5,25189
453,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
454,13,Forrest Gump,1994-06-23,8.5,24678
455,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
456,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
457,769,GoodFellas,1990-09-12,8.5,11263
458,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
459,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
460,238,The Godfather,1972-03-14,8.7,17965
461,278,The Shawshank Redemption,1994-09-23,8.7,23805
462,240,The Godfather Part II,1974-12-20,8.6,10843
463,772071,Cuando Sea Joven,2022-09-14,8.5,236
464,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
465,424,Schindler's List,1993-12-15,8.6,14078
466,129,Spirited Away,2001-07-20,8.5,14314
467,389,12 Angry Men,1957-04-10,8.5,7280
468,372058,Your Name.,2016-08-26,8.5,9854
469,496243,Parasite,2019-05-30,8.5,15751
470,155,The Dark Knight,2008-07-14,8.5,29734
471,497,The Green Mile,1999-12-10,8.5,15416
472,680,Pulp Fiction,1994-09-10,8.5,25189
473,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
474,13,Forrest Gump,1994-06-23,8.5,24678
475,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
476,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
477,769,GoodFellas,1990-09-12,8.5,11263
478,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
479,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
480,238,The Godfather,1972-03-14,8.7,17965
481,278,The Shawshank Redemption,1994-09-23,8.7,23805
482,240,The Godfather Part II,1974-12-20,8.6,10843
483,772071,Cuando Sea Joven,2022-09-14,8.5,236
484,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
485,424,Schindler's List,1993-12-15,8.6,14078
486,129,Spirited Away,2001-07-20,8.5,14314
487,389,12 Angry Men,1957-04-10,8.5,7280
488,372058,Your Name.,2016-08-26,8.5,9854
489,496243,Parasite,2019-05-30,8.5,15751
