,id,title,release_date,vote_average,vote_count
9120,238,The Godfather,1972-03-14,8.7,17965
9121,278,The Shawshank Redemption,1994-09-23,8.7,23805
9122,240,The Godfather Part II,1974-12-20,8.6,10843
9123,772071,Cuando Sea Joven,2022-09-14,8.5,236
9124,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9125,424,Schindler's List,1993-12-15,8.6,14078
9126,129,Spirited Away,2001-07-20,8.5,14314
9127,389,12 Angry Men,1957-04-10,8.5,7280
9128,372058,Your Name.,2016-08-26,8.5,9854
9129,496243,Parasite,2019-05-30,8.5,15751
9130,155,The Dark Knight,2008-07-14,8.5,29734
9131,497,The Green Mile,1999-12-10,8.5,15416
9132,680,Pulp Fiction,1994-09-10,8.5,25189
9133,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9134,13,Forrest Gump,1994-06-23,8.5,24678
9135,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9136,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9137,769,GoodFellas,1990-09-12,8.5,11263
9138,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9139,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9140,238,The Godfather,1972-03-14,8.7,17965
9141,278,The Shawshank Redemption,1994-09-23,8.7,23805
9142,240,The Godfather Part II,1974-12-20,8.6,10843
9143,772071,Cuando Sea Joven,2022-09-14,8.5,236
9144,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9145,424,Schindler's List,1993-12-15,8.6,14078
9146,129,Spirited Away,2001-07-20,8.5,14314
9147,389,12 Angry Men,1957-04-10,8.5,7280
9148,372058,Your Name.,2016-08-26,8.5,9854
9149,496243,Parasite,2019-05-30,8.5,15751
9150,155,The Dark Knight,2008-07-14,8.5,29734
9151,497,The Green Mile,1999-12-10,8.5,15416
9152,680,Pulp Fiction,1994-09-10,8.5,25189
9153,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9154,13,Forrest Gump,1994-06-23,8.5,24678
9155,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9156,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9157,769,GoodFellas,1990-09-12,8.5,11263
9158,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9159,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9160,238,The Godfather,1972-03-14,8.7,17965
9161,278,The Shawshank Redemption,1994-09-23,8.7,23805
9162,240,The Godfather Part II,1974-12-20,8.6,10843
9163,772071,Cuando Sea Joven,2022-09-14,8.5,236
9164,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9165,424,Schindler's List,1993-12-15,8.6,14078
9166,129,Spirited Away,2001-07-20,8.5,14314
9167,389,12 Angry Men,1957-04-10,8.5,7280
9168,372058,Your Name.,2016-08-26,8.5,9854
9169,496243,Parasite,2019-05-30,8.5,15751
9170,155,The Dark Knight,2008-07-14,8.5,29734
9171,497,The Green Mile,1999-12-10,8.5,15416
9172,680,Pulp Fiction,1994-09-10,8.5,25189
9173,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9174,13,Forrest Gump,1994-06-23,8.5,24678
9175,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9176,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9177,769,GoodFellas,1990-09-12,8.5,11263
9178,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9179,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9180,238,The Godfather,1972-03-14,8.7,17965
9181,278,The Shawshank Redemption,1994-09-23,8.7,23805
9182,240,The Godfather Part II,1974-12-20,8.6,10843
9183,772071,Cuando Sea Joven,2022-09-14,8.5,236
9184,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9185,424,Schindler's List,1993-12-15,8.6,14078
9186,129,Spirited Away,2001-07-20,8.5,14314
9187,389,12 Angry Men,1957-04-10,8.5,7280
9188,372058,Your Name.,2016-08-26,8.5,9854
9189,496243,Parasite,2019-05-30,8.5,15751
9190,155,The Dark Knight,2008-07-14,8.5,29734
9191,497,The Green Mile,1999-12-10,8.5,15416
9192,680,Pulp Fiction,1994-09-10,8.5,25189
9193,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9194,13,Forrest Gump,1994-06-23,8.5,24678
9195,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9196,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9197,769,GoodFellas,1990-09-12,8.5,11263
9198,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9199,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9200,238,The Godfather,1972-03-14,8.7,17965
9201,278,The Shawshank Redemption,1994-09-23,8.7,23805
9202,240,The Godfather Part II,1974-12-20,8.6,10843
9203,772071,Cuando Sea Joven,2022-09-14,8.5,236
9204,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9205,424,Schindler's List,1993-12-15,8.6,14078
9206,129,Spirited Away,2001-07-20,8.5,14314
9207,389,12 Angry Men,1957-04-10,8.5,7280
9208,372058,Your Name.,2016-08-26,8.5,9854
9209,496243,Parasite,2019-05-30,8.5,15751
9210,155,The Dark Knight,2008-07-14,8.5,29734
9211,497,The Green Mile,1999-12-10,8.5,15416
9212,680,Pulp Fiction,1994-09-10,8.5,25189
9213,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9214,13,Forrest Gump,1994-06-23,8.5,24678
9215,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9216,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9217,769,GoodFellas,1990-09-12,8.5,11263
9218,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9219,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9220,238,The Godfather,1972-03-14,8.7,17965
9221,278,The Shawshank Redemption,1994-09-23,8.7,23805
9222,240,The Godfather Part II,1974-12-20,8.6,10843
9223,772071,Cuando Sea Joven,2022-09-14,8.5,236
9224,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9225,424,Schindler's List,1993-12-15,8.6,14078
9226,129,Spirited Away,2001-07-20,8.5,14314
9227,389,12 Angry Men,1957-04-10,8.5,7280
9228,372058,Your Name.,2016-08-26,8.5,9854
9229,496243,Parasite,2019-05-30,8.5,15751
9230,155,The Dark Knight,2008-07-14,8.5,29734
9231,497,The Green Mile,1999-12-10,8.5,15416
9232,680,Pulp Fiction,1994-09-10,8.5,25189
9233,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9234,13,Forrest Gump,1994-06-23,8.5,24678
9235,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9236,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9237,769,GoodFellas,1990-09-12,8.5,11263
9238,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9239,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9240,238,The Godfather,1972-03-14,8.7,17965
9241,278,The Shawshank Redemption,1994-09-23,8.7,23805
9242,240,The Godfather Part II,1974-12-20,8.6,10843
9243,772071,Cuando Sea Joven,2022-09-14,8.5,236
9244,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9245,424,Schindler's List,1993-12-15,8.6,14078
9246,129,Spirited Away,2001-07-20,8.5,14314
9247,389,12 Angry Men,1957-04-10,8.5,7280
9248,372058,Your Name.,2016-08-26,8.5,9854
9249,496243,Parasite,2019-05-30,8.5,15751
9250,155,The Dark Knight,2008-07-14,8.5,29734
9251,497,The Green Mile,1999-12-10,8.5,15416
9252,680,Pulp Fiction,1994-09-10,8.5,25189
9253,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9254,13,Forrest Gump,1994-06-23,8.5,24678
9255,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9256,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9257,769,GoodFellas,1990-09-12,8.5,11263
9258,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9259,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9260,238,The Godfather,1972-03-14,8.7,17965
9261,278,The Shawshank Redemption,1994-09-23,8.7,23805
9262,240,The Godfather Part II,1974-12-20,8.6,10843
9263,772071,Cuando Sea Joven,2022-09-14,8.5,236
9264,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9265,424,Schindler's List,1993-12-15,8.6,14078
9266,129,Spirited Away,2001-07-20,8.5,14314
9267,389,12 Angry Men,1957-04-10,8.5,7280
9268,372058,Your Name.,2016-08-26,8.5,9854
9269,496243,Parasite,2019-05-30,8.5,15751
9270,155,The Dark Knight,2008-07-14,8.5,29734
9271,497,The Green Mile,1999-12-10,8.5,15416
9272,680,Pulp Fiction,1994-09-10,8.5,25189
9273,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9274,13,Forrest Gump,1994-06-23,8.5,24678
9275,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9276,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9277,769,GoodFellas,1990-09-12,8.5,11263
9278,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9279,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9280,238,The Godfather,1972-03-14,8.7,17965
9281,278,The Shawshank Redemption,1994-09-23,8.7,23805
9282,240,The Godfather Part II,1974-12-20,8.6,10843
9283,772071,Cuando Sea Joven,2022-09-14,8.5,236
9284,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9285,424,Schindler's List,1993-12-15,8.6,14078
9286,129,Spirited Away,2001-07-20,8.5,14314
9287,389,12 Angry Men,1957-04-10,8.5,7280
9288,372058,Your Name.,2016-08-26,8.5,9854
9289,496243,Parasite,2019-05-30,8.5,15751
9290,155,The Dark Knight,2008-07-14,8.5,29734
9291,497,The Green Mile,1999-12-10,8.5,15416
9292,680,Pulp Fiction,1994-09-10,8.5,25189
9293,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9294,13,Forrest Gump,1994-06-23,8.5,24678
9295,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9296,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9297,769,GoodFellas,1990-09-12,8.5,11263
9298,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9299,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9300,238,The Godfather,1972-03-14,8.7,17965
9301,278,The Shawshank Redemption,1994-09-23,8.7,23805
9302,240,The Godfather Part II,1974-12-20,8.6,10843
9303,772071,Cuando Sea Joven,2022-09-14,8.5,236
9304,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9305,424,Schindler's List,1993-12-15,8.6,14078
9306,129,Spirited Away,2001-07-20,8.5,14314
9307,389,12 Angry Men,1957-04-10,8.5,7280
9308,372058,Your Name.,2016-08-26,8.5,9854
9309,496243,Parasite,2019-05-30,8.5,15751
9310,155,The Dark Knight,2008-07-14,8.5,29734
9311,497,The Green Mile,1999-12-10,8.5,15416
9312,680,Pulp Fiction,1994-09-10,8.5,25189
9313,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9314,13,Forrest Gump,1994-06-23,8.5,24678
9315,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9316,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9317,769,GoodFellas,1990-09-12,8.5,11263
9318,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9319,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9320,238,The Godfather,1972-03-14,8.7,17965
9321,278,The Shawshank Redemption,1994-09-23,8.7,23805
9322,240,The Godfather Part II,1974-12-20,8.6,10843
9323,772071,Cuando Sea Joven,2022-09-14,8.5,236
9324,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9325,424,Schindler's List,1993-12-15,8.6,14078
9326,129,Spirited Away,2001-07-20,8.5,14314
9327,389,12 Angry Men,1957-04-10,8.5,7280
9328,372058,Your Name.,2016-08-26,8.5,9854
9329,496243,Parasite,2019-05-30,8.5,15751
9330,155,The Dark Knight,2008-07-14,8.5,29734
9331,497,The Green Mile,1999-12-10,8.5,15416
9332,680,Pulp Fiction,1994-09-10,8.5,25189
9333,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9334,13,Forrest Gump,1994-06-23,8.5,24678
9335,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9336,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9337,769,GoodFellas,1990-09-12,8.5,11263
9338,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9339,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9340,238,The Godfather,1972-03-14,8.7,17965
9341,278,The Shawshank Redemption,1994-09-23,8.7,23805
9342,240,The Godfather Part II,1974-12-20,8.6,10843
9343,772071,Cuando Sea Joven,2022-09-14,8.5,236
9344,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9345,424,Schindler's List,1993-12-15,8.6,14078
9346,129,Spirited Away,2001-07-20,8.5,14314
9347,389,12 Angry Men,1957-04-10,8.5,7280
9348,372058,Your Name.,2016-08-26,8.5,9854
9349,496243,Parasite,2019-05-30,8.5,15751
9350,155,The Dark Knight,2008-07-14,8.5,29734
9351,497,The Green Mile,1999-12-10,8.5,15416
9352,680,Pulp Fiction,1994-09-10,8.5,25189
9353,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9354,13,Forrest Gump,1994-06-23,8.5,24678
9355,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9356,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9357,769,GoodFellas,1990-09-12,8.5,11263
9358,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9359,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9360,238,The Godfather,1972-03-14,8.7,17965
9361,278,The Shawshank Redemption,1994-09-23,8.7,23805
9362,240,The Godfather Part II,1974-12-20,8.6,10843
9363,772071,Cuando Sea Joven,2022-09-14,8.5,236
9364,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9365,424,Schindler's List,1993-12-15,8.6,14078
9366,129,Spirited Away,2001-07-20,8.5,14314
9367,389,12 Angry Men,1957-04-10,8.5,7280
9368,372058,Your Name.,2016-08-26,8.5,9854
9369,496243,Parasite,2019-05-30,8.5,15751
9370,155,The Dark Knight,2008-07-14,8.5,29734
9371,497,The Green Mile,1999-12-10,8.5,15416
9372,680,Pulp Fiction,1994-09-10,8.5,25189
9373,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9374,13,Forrest Gump,1994-06-23,8.5,24678
9375,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9376,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9377,769,GoodFellas,1990-09-12,8.5,11263
9378,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9379,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9380,238,The Godfather,1972-03-14,8.7,17965
9381,278,The Shawshank Redemption,1994-09-23,8.7,23805
9382,240,The Godfather Part II,1974-12-20,8.6,10843
9383,772071,Cuando Sea Joven,2022-09-14,8.5,236
9384,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9385,424,Schindler's List,1993-12-15,8.6,14078
9386,129,Spirited Away,2001-07-20,8.5,14314
9387,389,12 Angry Men,1957-04-10,8.5,7280
9388,372058,Your Name.,2016-08-26,8.5,9854
9389,496243,Parasite,2019-05-30,8.5,15751
9390,155,The Dark Knight,2008-07-14,8.5,29734
9391,497,The Green Mile,1999-12-10,8.5,15416
9392,680,Pulp Fiction,1994-09-10,8.5,25189
9393,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9394,13,Forrest Gump,1994-06-23,8.5,24678
9395,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9396,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9397,769,GoodFellas,1990-09-12,8.5,11263
9398,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9399,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9400,238,The Godfather,1972-03-14,8.7,17965
9401,278,The Shawshank Redemption,1994-09-23,8.7,23805
9402,240,The Godfather Part II,1974-12-20,8.6,10843
9403,772071,Cuando Sea Joven,2022-09-14,8.5,236
9404,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9405,424,Schindler's List,1993-12-15,8.6,14078
9406,129,Spirited Away,2001-07-20,8.5,14314
9407,389,12 Angry Men,1957-04-10,8.5,7280
9408,372058,Your Name.,2016-08-26,8.5,9854
9409,496243,Parasite,2019-05-30,8.5,15751
9410,155,The Dark Knight,2008-07-14,8.5,29734
9411,497,The Green Mile,1999-12-10,8.5,15416
9412,680,Pulp Fiction,1994-09-10,8.5,25189
9413,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9414,13,Forrest Gump,1994-06-23,8.5,24678
9415,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9416,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9417,769,GoodFellas,1990-09-12,8.5,11263
9418,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9419,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9420,238,The Godfather,1972-03-14,8.7,17965
9421,278,The Shawshank Redemption,1994-09-23,8.7,23805
9422,240,The Godfather Part II,1974-12-20,8.6,10843
9423,772071,Cuando Sea Joven,2022-09-14,8.5,236
9424,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9425,424,Schindler's List,1993-12-15,8.6,14078
9426,129,Spirited Away,2001-07-20,8.5,14314
9427,389,12 Angry Men,1957-04-10,8.5,7280
9428,372058,Your Name.,2016-08-26,8.5,9854
9429,496243,Parasite,2019-05-30,8.5,15751
9430,155,The Dark Knight,2008-07-14,8.5,29734
9431,497,The Green Mile,1999-12-10,8.5,15416
9432,680,Pulp Fiction,1994-09-10,8.5,25189
9433,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9434,13,Forrest Gump,1994-06-23,8.5,24678
9435,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9436,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9437,769,GoodFellas,1990-09-12,8.5,11263
9438,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9439,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9440,238,The Godfather,1972-03-14,8.7,17965
9441,278,The Shawshank Redemption,1994-09-23,8.7,23805
9442,240,The Godfather Part II,1974-12-20,8.6,10843
9443,772071,Cuando Sea Joven,2022-09-14,8.5,236
9444,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9445,424,Schindler's List,1993-12-15,8.6,14078
9446,129,Spirited Away,2001-07-20,8.5,14314
9447,389,12 Angry Men,1957-04-10,8.5,7280
9448,372058,Your Name.,2016-08-26,8.5,9854
9449,496243,Parasite,2019-05-30,8.5,15751
9450,155,The Dark Knight,2008-07-14,8.5,29734
9451,497,The Green Mile,1999-12-10,8.5,15416
9452,680,Pulp Fiction,1994-09-10,8.5,25189
9453,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9454,13,Forrest Gump,1994-06-23,8.5,24678
9455,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9456,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9457,769,GoodFellas,1990-09-12,8.5,11263
9458,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9459,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9460,238,The Godfather,1972-03-14,8.7,17965
9461,278,The Shawshank Redemption,1994-09-23,8.7,23805
9462,240,The Godfather Part II,1974-12-20,8.6,10843
9463,772071,Cuando Sea Joven,2022-09-14,8.5,236
9464,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9465,424,Schindler's List,1993-12-15,8.6,14078
9466,129,Spirited Away,2001-07-20,8.5,14314
9467,389,12 Angry Men,1957-04-10,8.5,7280
9468,372058,Your Name.,2016-08-26,8.5,9854
9469,496243,Parasite,2019-05-30,8.5,15751
9470,155,The Dark Knight,2008-07-14,8.5,29734
9471,497,The Green Mile,1999-12-10,8.5,15416
9472,680,Pulp Fiction,1994-09-10,8.5,25189
9473,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9474,13,Forrest Gump,1994-06-23,8.5,24678
9475,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9476,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9477,769,GoodFellas,1990-09-12,8.5,11263
9478,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9479,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9480,238,The Godfather,1972-03-14,8.7,17965
9481,278,The Shawshank Redemption,1994-09-23,8.7,23805
9482,240,The Godfather Part II,1974-12-20,8.6,10843
9483,772071,Cuando Sea Joven,2022-09-14,8.5,236
9484,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9485,424,Schindler's List,1993-12-15,8.6,14078
9486,129,Spirited Away,2001-07-20,8.5,14314
9487,389,12 Angry Men,1957-04-10,8.5,7280
9488,372058,Your Name.,2016-08-26,8.5,9854
9489,496243,Parasite,2019-05-30,8.5,15751
9490,155,The Dark Knight,2008-07-14,8.5,29734
9491,497,The Green Mile,1999-12-10,8.5,15416
9492,680,Pulp Fiction,1994-09-10,8.5,25189
9493,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9494,13,Forrest Gump,1994-06-23,8.5,24678
9495,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9496,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9497,769,GoodFellas,1990-09-12,8.5,11263
9498,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9499,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9500,238,The Godfather,1972-03-14,8.7,17965
9501,278,The Shawshank Redemption,1994-09-23,8.7,23805
9502,240,The Godfather Part II,1974-12-20,8.6,10843
9503,772071,Cuando Sea Joven,2022-09-14,8.5,236
9504,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9505,424,Schindler's List,1993-12-15,8.6,14078
9506,129,Spirited Away,2001-07-20,8.5,14314
9507,389,12 Angry Men,1957-04-10,8.5,7280
9508,372058,Your Name.,2016-08-26,8.5,9854
9509,496243,Parasite,2019-05-30,8.5,15751
9510,155,The Dark Knight,2008-07-14,8.5,29734
9511,497,The Green Mile,1999-12-10,8.5,15416
9512,680,Pulp Fiction,1994-09-10,8.5,25189
9513,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9514,13,Forrest Gump,1994-06-23,8.5,24678
9515,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9516,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9517,769,GoodFellas,1990-09-12,8.5,11263
9518,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9519,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9520,238,The Godfather,1972-03-14,8.7,17965
9521,278,The Shawshank Redemption,1994-09-23,8.7,23805
9522,240,The Godfather Part II,1974-12-20,8.6,10843
9523,772071,Cuando Sea Joven,2022-09-14,8.5,236
9524,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9525,424,Schindler's List,1993-12-15,8.6,14078
9526,129,Spirited Away,2001-07-20,8.5,14314
9527,389,12 Angry Men,1957-04-10,8.5,7280
9528,372058,Your Name.,2016-08-26,8.5,9854
9529,496243,Parasite,2019-05-30,8.5,15751
9530,155,The Dark Knight,2008-07-14,8.5,29734
9531,497,The Green Mile,1999-12-10,8.5,15416
9532,680,Pulp Fiction,1994-09-10,8.5,25189
9533,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9534,13,Forrest Gump,1994-06-23,8.5,24678
9535,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9536,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9537,769,GoodFellas,1990-09-12,8.5,11263
9538,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9539,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9540,238,The Godfather,1972-03-14,8.7,17965
9541,278,The Shawshank Redemption,1994-09-23,8.7,23805
9542,240,The Godfather Part II,1974-12-20,8.6,10843
9543,772071,Cuando Sea Joven,2022-09-14,8.5,236
9544,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9545,424,Schindler's List,1993-12-15,8.6,14078
9546,129,Spirited Away,2001-07-20,8.5,14314
9547,389,12 Angry Men,1957-04-10,8.5,7280
9548,372058,Your Name.,2016-08-26,8.5,9854
9549,496243,Parasite,2019-05-30,8.5,15751
9550,155,The Dark Knight,2008-07-14,8.5,29734
9551,497,The Green Mile,1999-12-10,8.5,15416
9552,680,Pulp Fiction,1994-09-10,8.5,25189
9553,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9554,13,Forrest Gump,1994-06-23,8.5,24678
9555,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9556,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9557,769,GoodFellas,1990-09-12,8.5,11263
9558,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9559,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9560,238,The Godfather,1972-03-14,8.7,17965
9561,278,The Shawshank Redemption,1994-09-23,8.7,23805
9562,240,The Godfather Part II,1974-12-20,8.6,10843
9563,772071,Cuando Sea Joven,2022-09-14,8.5,236
9564,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9565,424,Schindler's List,1993-12-15,8.6,14078
9566,129,Spirited Away,2001-07-20,8.5,14314
9567,389,12 Angry Men,1957-04-10,8.5,7280
9568,372058,Your Name.,2016-08-26,8.5,9854
9569,496243,Parasite,2019-05-30,8.5,15751
9570,155,The Dark Knight,2008-07-14,8.5,29734
9571,497,The Green Mile,1999-12-10,8.5,15416
9572,680,Pulp Fiction,1994-09-10,8.5,25189
9573,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
9574,13,Forrest Gump,1994-06-23,8.5,24678
9575,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
9576,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
9577,769,GoodFellas,1990-09-12,8.5,11263
9578,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
9579,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
9580,238,The Godfather,1972-03-14,8.7,17965
9581,278,The Shawshank Redemption,1994-09-23,8.7,23805
9582,240,The Godfather Part II,1974-12-20,8.6,10843
9583,772071,Cuando Sea Joven,2022-09-14,8.5,236
9584,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
9585,424,Schindler's List,1993-12-15,8.6,14078
9586,129,Spirited Away,2001-07-20,8.5,14314
9587,389,12 Angry Men,1957-04-10,8.5,7280
9588,372058,Your Name.,2016-08-26,8.5,9854
9589,496243,Parasite,2019-05-30,8.5,15751
9590,155,The Dark Knight,2008-07-14,8.5,29734
9591,497,The Green Mile,1999-12-10,8.5,15416
9592,680,Pulp Fiction,1994-09-10,8.5,25189
